YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Date,Month
2017,169,26.43,28.08,24.91,3.17,0.8458682675776092,84.24,1.44,2.21,100.8,18.12,Nigeria,2017-06-18,6
2017,170,26.45,27.84,25.41,2.43,1.4469189829363254,87.86,2.63,3.09,100.86,18.92,Nigeria,2017-06-19,6
2017,171,25.65,26.72,24.39,2.33,3.525913365832041,90.42,2.55,3.39,100.97,18.56,Nigeria,2017-06-20,6
2017,172,26.23,28.8,23.77,5.03,1.9387416595767009,84.49,1.62,1.92,100.94,17.88,Nigeria,2017-06-21,6
2017,173,26.43,28.66,24.53,4.13,2.2679936482244267,88.36,2.13,2.63,100.86,18.98,Nigeria,2017-06-22,6
2017,174,26.07,27.19,24.89,2.3,2.8118094353930627,92.1979,2.89,4.04,100.87,19.51,Nigeria,2017-06-23,6
2017,175,25.62,27.2,24.42,2.78,3.358985532852846,90.51,2.16,2.93,100.86,18.55,Nigeria,2017-06-24,6
2017,176,26.14,28.14,24.39,3.75,2.725235025856311,87.13,1.29,1.6806999999999999,100.9,18.37,Nigeria,2017-06-25,6
2017,177,26.02,28.1,24.45,3.65,3.318540147981146,88.37,1.24,1.78,100.88,18.52,Nigeria,2017-06-26,6
2017,178,25.83,27.28,24.67,2.61,1.144222799920162,90.38,1.93,2.69,100.97,18.74,Nigeria,2017-06-27,6
2017,179,25.65,26.91,24.64,2.27,2.5289235352047745,89.72,2.0,2.42,101.05,18.37,Nigeria,2017-06-28,6
2017,180,25.53,27.42,24.32,3.1,3.123685637864452,88.94,2.2,2.59,101.07,18.08,Nigeria,2017-06-29,6
2017,181,25.66,28.03,23.92,4.11,1.7867469274045107,88.93,2.54,3.15,101.08,18.2,Nigeria,2017-06-30,6
2017,182,25.26,26.45,24.49,1.96,2.166765369851511,91.84,2.56,3.33,101.06,18.39,Nigeria,2017-07-01,7
2017,183,25.62,27.36,24.4,2.96,1.7351891177396608,90.65,2.72,3.37,101.02,18.55,Nigeria,2017-07-02,7
2017,184,25.75,27.05,24.95,2.1,1.7316555451583497,91.17,2.63,3.41,101.07,18.79,Nigeria,2017-07-03,7
2017,185,25.65,27.3,24.59,2.71,1.6467336971777973,90.42,3.0,3.69,101.04,18.53,Nigeria,2017-07-04,7
2017,186,25.01,26.35,23.81,2.54,3.525913365832041,91.44,2.5,3.14,101.14,18.04,Nigeria,2017-07-05,7
2017,187,25.08,27.41,23.49,3.92,3.525913365832041,89.74,2.8,3.86,101.18,17.73,Nigeria,2017-07-06,7
2017,188,25.25,27.62,23.7,3.92,2.4096441652874536,88.69,2.46,3.33,101.12,17.7,Nigeria,2017-07-07,7
2017,189,25.45,27.86,23.98,3.88,2.8449093838194073,88.93,2.77,3.88,101.08,17.97,Nigeria,2017-07-08,7
2017,190,25.34,27.17,24.18,2.99,2.0869135565185366,87.24,2.91,3.79,101.12,17.52,Nigeria,2017-07-09,7
2017,191,25.04,27.01,23.47,3.54,0.0295588022415444,82.98,2.86,3.74,101.15,16.33,Nigeria,2017-07-10,7
2017,192,24.84,27.1,23.0,4.1,0.009950330853168083,82.96,2.3,2.63,101.19,16.1,Nigeria,2017-07-11,7
2017,193,25.34,28.25,22.89,5.36,0.048790164169432,83.93,2.17,2.47,101.19,16.8,Nigeria,2017-07-12,7
2017,194,25.56,28.13,23.63,4.5,0.29266961396282,85.12,2.59,3.44,101.14,17.31,Nigeria,2017-07-13,7
2017,195,25.72,28.01,24.04,3.97,0.23901690047049992,85.67,2.59,3.43,101.06,17.59,Nigeria,2017-07-14,7
2017,196,25.6,27.57,24.08,3.49,1.332366019094335,88.44,2.6,3.1,101.07,18.04,Nigeria,2017-07-15,7
2017,197,25.46,27.36,24.02,3.34,2.0438143640366846,89.36,3.19,3.88,101.06,18.08,Nigeria,2017-07-16,7
2017,198,25.64,27.65,24.29,3.36,1.5912739418064292,88.31,3.14,3.7,100.98,18.07,Nigeria,2017-07-17,7
2017,199,25.41,26.94,24.38,2.56,1.355835153635182,89.93,2.65,3.39,101.1,18.15,Nigeria,2017-07-18,7
2017,200,25.49,27.53,24.02,3.51,1.4085449700547104,89.6,2.4,2.87,101.19,18.13,Nigeria,2017-07-19,7
2017,201,25.82,28.42,23.99,4.43,1.9095425048844386,88.85,2.63,3.13,101.08,18.34,Nigeria,2017-07-20,7
2017,202,25.66,28.0,24.15,3.85,2.0856720914304723,89.28,3.4,4.2,100.91,18.31,Nigeria,2017-07-21,7
2017,203,25.07,26.03,24.59,1.8307,3.3141860046725258,92.1979,3.5692999999999984,4.67,100.93,18.61,Nigeria,2017-07-22,7
2017,204,24.87,26.03,24.11,1.89,2.392425796993835,92.1979,3.19,3.71,101.09,18.09,Nigeria,2017-07-23,7
2017,205,24.92,26.67,23.74,2.93,2.702702594775615,90.59,3.36,4.3,101.14,17.74,Nigeria,2017-07-24,7
2017,206,24.72,26.22,23.69,2.53,1.4883995840570443,90.65,3.24,4.4,101.11,17.55,Nigeria,2017-07-25,7
2017,207,25.03,27.26,23.57,3.69,1.1600209167967532,89.01,2.74,3.57,101.01,17.55,Nigeria,2017-07-26,7
2017,208,25.29,27.62,23.63,3.99,0.7701082216960736,87.54,2.36,2.94,100.95,17.53,Nigeria,2017-07-27,7
2017,209,25.1,26.86,23.9,2.96,1.2584609896100056,89.89,2.58,3.29,100.97,17.82,Nigeria,2017-07-28,7
2017,210,25.17,26.87,23.96,2.91,1.1505720275988207,89.86,2.82,3.53,101.05,17.87,Nigeria,2017-07-29,7
2017,211,25.13,27.19,23.87,3.32,0.8372475245337022,88.25,3.14,3.98,101.04,17.49,Nigeria,2017-07-30,7
2017,212,24.96,27.13,23.51,3.62,0.6830968447064438,88.82,3.13,4.14,101.02,17.45,Nigeria,2017-07-31,7
2017,213,24.94,26.7,23.68,3.02,1.528227857008557,90.2,3.16,4.1,101.06,17.69,Nigeria,2017-08-01,8
2017,214,24.74,26.2,23.83,2.37,1.6639260977181702,90.59,3.09,4.25,101.17,17.55,Nigeria,2017-08-02,8
2017,215,24.95,27.08,23.53,3.55,0.76080582903376,88.49,2.99,4.12,101.17,17.33,Nigeria,2017-08-03,8
2017,216,24.7,26.73,23.43,3.3,1.742219023667919,88.87,3.03,4.3,101.03,17.17,Nigeria,2017-08-04,8
2017,217,24.69,27.01,23.42,3.59,2.25758772706331,90.21,3.11,4.17,101.02,17.44,Nigeria,2017-08-05,8
2017,218,24.77,26.97,23.35,3.62,2.1198634561787513,89.63,3.03,4.45,101.06,17.39,Nigeria,2017-08-06,8
2017,219,24.54,26.61,23.0,3.61,0.9555114450274363,88.51,2.43,3.05,101.12,16.92,Nigeria,2017-08-07,8
2017,220,24.79,27.09,23.16,3.93,1.62924053973028,88.73,2.93,3.9,101.1,17.23,Nigeria,2017-08-08,8
2017,221,24.93,27.21,23.38,3.83,1.0508216248317612,88.56,2.82,3.84,101.12,17.33,Nigeria,2017-08-09,8
2017,222,25.11,27.72,23.31,4.41,1.3164082336557241,88.03,2.38,2.94,101.07,17.41,Nigeria,2017-08-10,8
2017,223,25.2,27.63,23.48,4.15,1.4182774069729414,88.66,2.84,3.42,101.03,17.64,Nigeria,2017-08-11,8
2017,224,25.05,27.33,23.56,3.77,1.673351238177753,89.31,2.84,3.32,101.0,17.63,Nigeria,2017-08-12,8
2017,225,25.09,27.19,23.74,3.45,2.468946630209271,90.38,2.72,3.44,100.92,17.91,Nigeria,2017-08-13,8
2017,226,24.76,26.69,23.72,2.97,2.6188546222977394,91.51,3.3,4.14,100.88,17.8,Nigeria,2017-08-14,8
2017,227,25.04,27.37,23.51,3.86,1.7047480922384253,88.83,3.02,3.87,100.98,17.52,Nigeria,2017-08-15,8
2017,228,24.95,27.46,23.51,3.95,1.6213664832993742,89.44,3.08,3.44,100.95,17.55,Nigeria,2017-08-16,8
2017,229,24.3,26.03,23.29,2.64,2.0268315914075385,90.57,3.23,3.65,100.86,17.13,Nigeria,2017-08-17,8
2017,230,24.57,26.82,23.28,3.54,1.095273387402595,88.1,3.33,4.17,100.8,16.93,Nigeria,2017-08-18,8
2017,231,24.8,27.53,23.03,4.5,0.3220834991691133,83.66,2.39,2.82,100.94,16.24,Nigeria,2017-08-19,8
2017,232,24.84,27.68,22.76,4.92,0.22314355131420976,84.92,2.83,3.42,101.02,16.52,Nigeria,2017-08-20,8
2017,233,24.66,27.15,23.17,3.98,0.3920420877760237,86.57,3.18,3.99,100.96,16.69,Nigeria,2017-08-21,8
2017,234,24.6,27.03,22.97,4.06,0.3074846997479606,86.82,2.98,4.0,100.98,16.66,Nigeria,2017-08-22,8
2017,235,24.78,27.5,22.84,4.66,0.3001045924503381,86.53,2.41,3.33,100.93,16.77,Nigeria,2017-08-23,8
2017,236,25.03,28.03,22.79,5.24,1.4906543764441333,87.82,2.4,3.02,100.89,17.3,Nigeria,2017-08-24,8
2017,237,24.83,27.26,23.46,3.8,1.4838746894587547,90.85,3.08,4.2,100.84,17.74,Nigeria,2017-08-25,8
2017,238,24.48,26.52,23.02,3.5,1.410986973710262,90.83,2.11,3.64,100.91,17.36,Nigeria,2017-08-26,8
2017,239,24.78,26.93,23.27,3.66,1.6695918352538475,90.48,1.97,2.76,101.02,17.58,Nigeria,2017-08-27,8
2017,240,24.8,27.05,23.39,3.66,1.1568811967920856,89.87,2.51,2.91,100.99,17.48,Nigeria,2017-08-28,8
2017,241,24.71,26.69,23.47,3.22,0.8544153281560676,90.79,3.32,4.11,100.91,17.6,Nigeria,2017-08-29,8
2017,242,24.64,26.85,23.42,3.43,1.0647107369924282,90.02,3.5692999999999984,4.67,101.01,17.35,Nigeria,2017-08-30,8
2017,243,24.69,26.92,23.25,3.67,0.712949807856125,88.67,3.02,4.26,101.02,17.12,Nigeria,2017-08-31,8
2017,244,24.91,27.52,22.95,4.57,0.5306282510621704,87.48,2.28,2.87,101.07,17.09,Nigeria,2017-09-01,9
2017,245,24.46,26.64,22.9,3.74,0.3920420877760237,88.72,2.41,2.94,101.1,16.89,Nigeria,2017-09-02,9
2017,246,24.87,27.41,23.15,4.26,0.9745596399981308,88.75,2.8,3.8,101.03,17.31,Nigeria,2017-09-03,9
2017,247,24.91,27.39,23.41,3.98,1.5040773967762742,89.17,3.21,4.16,101.03,17.45,Nigeria,2017-09-04,9
2017,248,25.06,27.85,23.06,4.79,0.6151856390902334,87.39,2.3,2.93,101.05,17.23,Nigeria,2017-09-05,9
2017,249,25.14,27.98,23.23,4.75,1.7316555451583497,88.29,3.03,4.09,100.96,17.51,Nigeria,2017-09-06,9
2017,250,24.49,26.03,23.54,2.37,3.525913365832041,91.91,3.02,3.76,100.96,17.58,Nigeria,2017-09-07,9
2017,251,25.05,27.56,23.19,4.37,1.3912819026309295,88.16,2.31,2.79,100.93,17.4,Nigeria,2017-09-08,9
2017,252,25.45,28.44,23.48,4.96,1.4655675420143985,87.8,2.07,2.79,100.91,17.75,Nigeria,2017-09-09,9
2017,253,25.45,28.02,23.81,4.21,1.7404661748405046,88.78,2.74,3.39,100.88,17.97,Nigeria,2017-09-10,9
2017,254,25.1,27.11,23.99,3.12,2.315501318260592,90.93,2.76,3.67,100.88,18.05,Nigeria,2017-09-11,9
2017,255,24.86,26.45,23.73,2.72,1.7047480922384253,90.67,2.4,3.52,100.96,17.73,Nigeria,2017-09-12,9
2017,256,25.23,27.63,23.45,4.18,0.3074846997479606,88.33,2.4,3.35,101.05,17.6,Nigeria,2017-09-13,9
2017,257,25.44,27.85,23.59,4.26,0.2851789422336624,88.65,2.55,3.32,100.99,17.9,Nigeria,2017-09-14,9
2017,258,25.52,27.61,24.14,3.47,0.4574248470388754,89.1,2.89,3.79,100.97,18.1,Nigeria,2017-09-15,9
2017,259,25.19,26.87,24.27,2.6,1.1184149159642893,89.18,3.15,4.2,100.99,17.78,Nigeria,2017-09-16,9
2017,260,25.66,28.14,23.96,4.18,0.12221763272424921,83.91,2.26,2.59,101.1,17.13,Nigeria,2017-09-17,9
2017,261,25.74,28.59,23.34,5.25,0.5187937934151675,86.64,2.51,2.99,101.05,17.79,Nigeria,2017-09-18,9
2017,262,25.71,28.08,24.27,3.81,0.7466879474879752,88.25,2.99,4.06,100.93,18.14,Nigeria,2017-09-19,9
2017,263,25.95,28.33,24.33,4.0,0.33647223662121295,86.49,2.48,2.87,100.87,18.04,Nigeria,2017-09-20,9
2017,264,25.79,27.85,24.35,3.5,0.3293037471426004,85.99,3.21,3.97,100.92,17.75,Nigeria,2017-09-21,9
2017,265,25.33,27.06,24.36,2.7,1.1474024528375417,87.92,2.98,3.78,100.97,17.67,Nigeria,2017-09-22,9
2017,266,25.51,27.37,23.91,3.46,2.0082140323914683,87.51,2.15,2.88,101.08,17.75,Nigeria,2017-09-23,9
2017,267,25.48,27.63,24.22,3.41,2.7285062096695922,90.53,1.75,2.95,100.97,18.37,Nigeria,2017-09-24,9
2017,268,25.49,27.23,24.32,2.91,2.206074192613202,91.37,2.04,2.43,100.83,18.59,Nigeria,2017-09-25,9
2017,269,25.38,27.39,24.09,3.3,2.131796772013764,90.71,1.72,2.64,100.76,18.33,Nigeria,2017-09-26,9
2017,270,25.64,27.96,23.74,4.22,2.075684492802124,88.24,1.69,2.29,100.81,18.09,Nigeria,2017-09-27,9
2017,271,25.56,27.36,24.15,3.21,1.749199854809259,90.52,2.39,3.15,100.88,18.47,Nigeria,2017-09-28,9
2017,272,25.34,26.74,24.47,2.27,2.281361456542419,89.98,1.99,2.72,100.91,18.12,Nigeria,2017-09-29,9
2017,273,25.97,28.98,23.49,5.49,0.8960880245566356,86.31,1.45,2.14,100.81,17.98,Nigeria,2017-09-30,9
2017,274,26.06,28.3,24.32,3.98,0.6981347220709844,88.15,1.89,2.32,100.79,18.52,Nigeria,2017-10-01,10
2017,275,26.05,28.29,24.65,3.64,0.712949807856125,89.43,2.16,2.66,100.78,18.79,Nigeria,2017-10-02,10
2017,276,26.18,28.58,24.47,4.11,1.6714733033535532,89.69,2.28,2.66,100.7,19.01,Nigeria,2017-10-03,10
2017,277,26.1,27.61,25.04,2.57,1.9430489167742813,90.96,2.41,3.14,100.84,19.19,Nigeria,2017-10-04,10
2017,278,25.58,26.9,24.65,2.25,2.8172035149987327,90.76,2.07,2.47,100.88,18.55,Nigeria,2017-10-05,10
2017,279,26.16,28.58,24.43,4.15,1.8961194845522977,87.9,2.21,2.8,100.79,18.59,Nigeria,2017-10-06,10
2017,280,26.13,28.32,24.54,3.78,2.362739015813793,89.32,2.58,3.32,100.75,18.87,Nigeria,2017-10-07,10
2017,281,25.78,27.37,24.69,2.68,2.6108048166633746,90.89,1.96,2.22,100.79,18.81,Nigeria,2017-10-08,10
2017,282,26.0,28.17,24.64,3.53,1.534714366238164,89.55,1.8,2.23,100.79,18.75,Nigeria,2017-10-09,10
2017,283,25.92,27.77,24.73,3.04,2.048982334195127,91.4,2.21,2.81,100.78,19.08,Nigeria,2017-10-10,10
2017,284,25.86,27.75,24.67,3.08,2.4060438013622756,89.56,2.43,2.98,100.85,18.6,Nigeria,2017-10-11,10
2017,285,25.5,27.22,24.25,2.97,2.454447442303292,90.01,1.93,2.45,100.91,18.3,Nigeria,2017-10-12,10
2017,286,25.89,28.12,24.3,3.82,0.9707789171582248,89.38,2.4,3.35,100.84,18.6,Nigeria,2017-10-13,10
2017,287,25.87,27.5,24.73,2.77,0.7747271675523681,89.27,1.84,2.41,100.86,18.56,Nigeria,2017-10-14,10
2017,288,26.4,28.98,24.36,4.62,0.8241754429663494,87.77,1.89,2.29,100.89,18.78,Nigeria,2017-10-15,10
2017,289,26.56,28.93,24.64,4.29,0.5128236264286639,87.47,1.8,2.18,100.99,18.87,Nigeria,2017-10-16,10
2017,290,26.72,29.05,24.99,4.06,0.6312717768418579,87.52,2.15,2.87,101.04,19.06,Nigeria,2017-10-17,10
2017,291,25.96,27.1,25.15,1.95,1.6582280766035324,91.02,2.28,2.94,100.98,19.03,Nigeria,2017-10-18,10
2017,292,26.45,28.79,24.9,3.89,0.8372475245337022,86.35,1.89,2.42,100.98,18.53,Nigeria,2017-10-19,10
2017,293,26.66,29.11,24.86,4.25,0.8960880245566356,86.43,1.64,2.11,100.92,18.79,Nigeria,2017-10-20,10
2017,294,26.89,29.55,24.91,4.64,1.3812818192963463,87.07,2.12,2.49,100.93,19.19,Nigeria,2017-10-21,10
2017,295,26.61,28.65,25.27,3.38,1.8325814637483102,89.23,2.43,3.12,100.94,19.37,Nigeria,2017-10-22,10
2017,296,26.8,29.37,24.99,4.38,1.6428726885203377,87.71,2.33,3.02,100.85,19.23,Nigeria,2017-10-23,10
2017,297,26.89,29.27,25.02,4.25,1.536867219599265,87.6,1.93,2.3,100.76,19.34,Nigeria,2017-10-24,10
2017,298,26.81,28.92,25.15,3.77,1.5129270120532565,88.46,2.02,2.44,100.77,19.45,Nigeria,2017-10-25,10
2017,299,26.73,28.48,25.24,3.24,1.6351056591826783,88.21,1.68,1.99,100.82,19.3,Nigeria,2017-10-26,10
2017,300,26.81,28.53,25.52,3.01,2.2823823856765264,89.66,1.87,2.1,100.78,19.73,Nigeria,2017-10-27,10
2017,301,26.33,27.89,24.88,3.01,0.4382549309311553,88.6,2.21,2.71,100.78,18.97,Nigeria,2017-10-28,10
2017,302,26.74,29.59,24.24,5.35,0.11332868530700317,78.55,1.29,2.19,100.76,17.08,Nigeria,2017-10-29,10
2017,303,26.89,29.41,24.79,4.62,0.15700374880966478,85.64,1.6,1.82,100.69,18.92,Nigeria,2017-10-30,10
2017,304,26.75,28.46,25.44,3.02,0.2546422183735807,87.59,1.81,2.09,100.76,19.2,Nigeria,2017-10-31,10
2017,305,26.6,28.48,25.53,2.95,0.3435897043900769,87.97,1.53,2.38,100.82,19.13,Nigeria,2017-11-01,11
2017,306,26.66,28.67,24.91,3.76,0.5423242908253617,83.36,2.0,3.25,100.83,18.16,Nigeria,2017-11-02,11
2017,307,26.46,27.96,25.2,2.76,1.6272778305624314,89.94,1.9,2.4,100.78,19.4,Nigeria,2017-11-03,11
2017,308,26.72,28.64,25.29,3.35,1.8931119634883424,87.61,2.03,2.71,100.85,19.16,Nigeria,2017-11-04,11
2017,309,26.38,27.91,25.22,2.69,1.9344157696295783,88.11,2.03,2.7,100.81,18.89,Nigeria,2017-11-05,11
2017,310,26.38,28.09,25.16,2.93,1.7884205679625405,87.63,2.01,2.34,100.69,18.81,Nigeria,2017-11-06,11
2017,311,26.78,28.76,25.2,3.56,0.048790164169432,82.98,1.14,1.97,100.63,18.21,Nigeria,2017-11-07,11
2017,312,27.26,30.42,24.69,5.73,0.05826890812397577,83.0,1.38,1.97,100.68,18.67,Nigeria,2017-11-08,11
2017,313,27.06,29.17,25.42,3.75,0.10436001532424277,86.34,1.71,2.07,100.73,19.26,Nigeria,2017-11-09,11
2017,314,26.89,28.89,25.25,3.64,0.05826890812397577,87.11,1.95,2.45,100.74,19.24,Nigeria,2017-11-10,11
2017,315,27.09,29.17,25.3,3.87,0.07696104113612832,86.14,1.83,2.34,100.69,19.25,Nigeria,2017-11-11,11
2017,316,27.12,29.51,25.48,4.03,0.9202827531436926,84.82,1.64,2.14,100.67,18.98,Nigeria,2017-11-12,11
2017,317,27.14,29.3,25.6,3.7,0.6151856390902334,84.28,1.46,1.9,100.63,18.9,Nigeria,2017-11-13,11
2017,318,27.47,30.28,25.11,5.17,0.6729444732424258,84.14,1.79,2.22,100.57,19.22,Nigeria,2017-11-14,11
2017,319,27.28,28.96,26.07,2.89,0.9477893989335261,87.28,2.28,2.67,100.62,19.77,Nigeria,2017-11-15,11
2017,320,27.04,28.75,25.73,3.02,0.8285518175661483,86.92,2.28,3.09,100.66,19.39,Nigeria,2017-11-16,11
2017,321,26.85,29.09,25.08,4.01,1.6213664832993742,86.94,2.39,2.86,100.62,19.17,Nigeria,2017-11-17,11
2017,322,26.67,28.08,25.53,2.55,1.3480731482996928,88.35,2.43,3.1,100.64,19.32,Nigeria,2017-11-18,11
2017,323,26.69,28.19,25.57,2.62,1.6695918352538475,88.16,2.33,2.89,100.7,19.28,Nigeria,2017-11-19,11
2017,324,26.43,28.07,25.06,3.01,1.3164082336557241,81.95,1.39,1.92,100.82,17.61,Nigeria,2017-11-20,11
2017,325,26.62,29.44,23.94,5.5,0.8153648132841945,80.16,1.33,2.11,100.72,17.4,Nigeria,2017-11-21,11
2017,326,27.14,29.42,25.65,3.77,1.5769147207285403,87.43,2.09,2.38,100.68,19.62,Nigeria,2017-11-22,11
2017,327,26.55,27.79,25.67,2.12,1.7351891177396608,89.76,2.2,2.5,100.73,19.47,Nigeria,2017-11-23,11
2017,328,26.56,28.17,25.29,2.88,1.2556160374777743,86.61,1.64,2.1,100.84,18.75,Nigeria,2017-11-24,11
2017,329,26.7,29.25,24.83,4.42,1.0152306797290584,85.65,1.32,1.83,100.87,18.65,Nigeria,2017-11-25,11
2017,330,27.17,30.4,24.82,5.58,0.29266961396282,82.5,1.32,1.77,100.89,18.4,Nigeria,2017-11-26,11
2017,331,26.89,29.64,24.58,5.06,0.0,82.18,1.4,1.81,100.95,18.04,Nigeria,2017-11-27,11
2017,332,26.89,30.22,24.23,5.99,0.0,81.15,1.65,2.17,100.91,17.73,Nigeria,2017-11-28,11
2017,333,26.83,29.82,24.35,5.47,0.0,82.14,1.36,1.93,100.9,17.92,Nigeria,2017-11-29,11
2017,334,27.23,30.08,24.31,5.77,0.0,80.89,1.13,1.82,100.95,18.08,Nigeria,2017-11-30,11
2017,335,26.8,29.62,24.72,4.9,0.0,83.2,1.39,1.9,100.82,18.2,Nigeria,2017-12-01,12
2017,336,27.53,30.51,25.29,5.22,0.0,82.66,1.57,2.05,100.72,18.87,Nigeria,2017-12-02,12
2017,337,27.53,30.24,25.18,5.06,0.0,80.83,1.51,2.08,100.76,18.44,Nigeria,2017-12-03,12
2017,338,27.73,30.78,25.14,5.64,0.0,81.32,1.56,2.06,100.81,18.76,Nigeria,2017-12-04,12
2017,339,27.17,30.26,25.0,5.26,0.0,83.57,1.44,2.22,100.74,18.65,Nigeria,2017-12-05,12
2017,340,27.49,30.53,25.3,5.23,0.0,85.45,1.97,2.41,100.59,19.48,Nigeria,2017-12-06,12
2017,341,27.26,29.38,25.51,3.87,1.4422019930581866,85.21,1.79,2.21,100.6,19.23,Nigeria,2017-12-07,12
2017,342,27.23,29.48,25.48,4.0,1.7526720805200082,85.16,1.74,2.19,100.65,19.17,Nigeria,2017-12-08,12
2017,343,26.85,29.17,25.34,3.83,2.163323025660538,86.61,1.41,1.83,100.74,19.05,Nigeria,2017-12-09,12
2017,344,26.56,28.97,24.26,4.71,0.883767540168595,73.11,1.51,2.63,100.72,15.61,Nigeria,2017-12-10,12
2017,345,25.91,29.16,22.76,6.4,0.019802627296179712,70.13,1.2,1.82,100.74,14.46,Nigeria,2017-12-11,12
2017,346,27.0,29.57,24.61,4.96,0.0,78.33,1.1007,1.6806999999999999,100.8,17.37,Nigeria,2017-12-12,12
2017,347,26.57,29.57,24.27,5.3,0.0,76.3,1.28,1.75,100.78,16.37,Nigeria,2017-12-13,12
2017,348,26.27,29.58,23.0,6.58,0.0,84.93,1.61,2.17,100.79,17.99,Nigeria,2017-12-14,12
2017,349,26.94,29.51,24.84,4.67,0.0,84.9,1.79,2.37,100.78,18.68,Nigeria,2017-12-15,12
2017,350,27.14,30.5,24.46,6.04,0.0,83.12,1.48,2.5,100.7,18.51,Nigeria,2017-12-16,12
2017,351,27.16,30.06,24.91,5.15,1.9974177062012453,87.44,2.12,2.37,100.73,19.57,Nigeria,2017-12-17,12
2017,352,27.02,29.16,25.69,3.47,1.7681496035889213,88.61,2.33,2.94,100.7,19.71,Nigeria,2017-12-18,12
2017,353,26.5,28.03,25.36,2.67,2.1644717908644115,90.14,2.22,2.61,100.73,19.49,Nigeria,2017-12-19,12
2017,354,26.71,28.9,25.21,3.69,2.3085671646715933,89.23,1.69,1.85,100.68,19.5,Nigeria,2017-12-20,12
2017,355,26.67,28.45,25.46,2.99,2.2428350885882717,89.51,1.64,2.38,100.75,19.52,Nigeria,2017-12-21,12
2017,356,27.02,29.86,24.85,5.01,0.0,84.76,1.8,2.48,100.76,18.75,Nigeria,2017-12-22,12
2017,357,25.87,26.98,24.93,2.05,0.0,74.05,1.78,3.42,100.77,15.33,Nigeria,2017-12-23,12
2017,358,26.19,29.5,22.89,6.61,0.0,67.74,1.1007,1.6806999999999999,100.72,14.25,Nigeria,2017-12-24,12
2017,359,26.45,30.13,23.15,6.98,0.0,76.01,1.13,1.8,100.73,16.25,Nigeria,2017-12-25,12
2017,360,26.03,29.48,23.3,6.18,0.0,76.27,1.48,2.44,100.7,15.87,Nigeria,2017-12-26,12
2017,361,25.59,29.44,22.07,7.37,0.0,71.14,1.28,2.11,100.7,14.32,Nigeria,2017-12-27,12
2017,362,25.13,28.92,21.63,7.29,0.0,74.49,1.11,1.81,100.73,14.61,Nigeria,2017-12-28,12
2017,363,25.44,29.06,22.19,6.87,0.0,82.98,1.22,1.78,100.8,16.67,Nigeria,2017-12-29,12
2017,364,26.6,29.59,24.27,5.32,0.0,81.79,1.33,2.12,100.88,17.62,Nigeria,2017-12-30,12
2017,365,25.51,29.44,21.4,8.04,0.0,71.86,1.35,2.02,100.9,14.35,Nigeria,2017-12-31,12
2018,1,25.19,28.64,22.05,6.59,0.0,74.16,1.44,2.12,100.81,14.62,Nigeria,2018-01-01,1
2018,2,24.43,28.23,20.9,7.33,0.0,69.86,1.8,2.59,100.76,13.15,Nigeria,2018-01-02,1
2018,3,24.17,28.04,19.95,8.09,0.0,64.46,2.06,3.02,100.85,11.9221,Nigeria,2018-01-03,1
2018,4,24.1407,27.75,19.9221,8.838599999999996,0.0,65.08,1.95,2.95,100.98,11.9221,Nigeria,2018-01-04,1
2018,5,24.1407,27.39,19.9221,8.838599999999996,0.0,65.11,1.76,2.38,100.94,11.9221,Nigeria,2018-01-05,1
2018,6,24.1407,27.83,20.07,7.76,0.0,70.12,1.37,2.27,100.91,12.81,Nigeria,2018-01-06,1
2018,7,25.35,28.89,22.22,6.67,0.009950330853168083,81.3,1.43,2.05,100.85,16.26,Nigeria,2018-01-07,1
2018,8,26.22,30.1,23.69,6.41,0.009950330853168083,83.81,1.31,2.15,100.89,17.56,Nigeria,2018-01-08,1
2018,9,25.58,29.72,22.68,7.04,0.009950330853168083,84.06,1.48,2.28,100.92,16.91,Nigeria,2018-01-09,1
2018,10,26.18,29.55,23.65,5.9,0.009950330853168083,82.96,1.69,2.15,100.9,17.39,Nigeria,2018-01-10,1
2018,11,26.47,30.04,23.56,6.48,0.0,83.5,1.91,2.35,100.81,17.8,Nigeria,2018-01-11,1
2018,12,25.88,29.75,22.85,6.9,0.0,81.42,1.65,2.38,100.82,16.72,Nigeria,2018-01-12,1
2018,13,25.89,29.69,22.99,6.7,0.0,81.77,1.47,2.29,100.79,16.84,Nigeria,2018-01-13,1
2018,14,26.31,29.32,23.9,5.42,0.0,80.08,1.35,2.25,100.79,16.92,Nigeria,2018-01-14,1
2018,15,25.99,29.21,23.07,6.14,0.0,82.39,1.16,1.6806999999999999,100.83,17.19,Nigeria,2018-01-15,1
2018,16,26.6,30.0,24.38,5.62,0.0,83.67,1.41,1.84,100.87,17.93,Nigeria,2018-01-16,1
2018,17,26.48,29.9,23.6,6.3,0.0,84.38,1.56,2.28,100.77,18.0,Nigeria,2018-01-17,1
2018,18,26.56,29.72,24.35,5.37,0.0,84.94,1.71,2.32,100.77,18.24,Nigeria,2018-01-18,1
2018,19,27.02,30.55,24.83,5.72,0.0,83.78,1.62,2.07,100.78,18.48,Nigeria,2018-01-19,1
2018,20,26.87,29.9,24.15,5.75,0.0,84.06,1.9,2.39,100.75,18.39,Nigeria,2018-01-20,1
